CID,CID number,Coding Scheme Designator,Code Value,Code Meaning,SNOMED-RT ID,SNOMED URL
CID 8103 Anatomic Pathology Specimen Types,8103,SCT,430855004,Touch preparation cytologic material,T-1A404,http://snomed.info/id/430855004
CID 8103 Anatomic Pathology Specimen Types,8103,SCT,430346005,Liquid based cytologic material,T-1A403,http://snomed.info/id/430346005
CID 8103 Anatomic Pathology Specimen Types,8103,SCT,119295008,Aspirate,G-8003,http://snomed.info/id/119295008
CID 8103 Anatomic Pathology Specimen Types,8103,SCT,258562007,Genetic sample,G-81A0,http://snomed.info/id/258562007
CID 8103 Anatomic Pathology Specimen Types,8103,Include CID 8104 “Breast Tissue Specimen Types”,,,,
CID 8301 Test Pattern Codes,8301,DCM,109822,TG18-LN8-18 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109823,TG18-LN12-01 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109824,TG18-LN12-02 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109825,TG18-LN12-03 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109826,TG18-LN12-04 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109827,TG18-LN12-05 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109828,TG18-LN12-06 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109829,TG18-LN12-07 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109830,TG18-LN12-08 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109831,TG18-LN12-09 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109832,TG18-LN12-10 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109833,TG18-LN12-11 Pattern,,
CID 8102 Container Component Types,8102,Include CID 8101 “Container Types”,,,,
CID 8102 Container Component Types,8102,SCT,433472003,Microscope slide cover slip,A-0101D,http://snomed.info/id/433472003
CID 8102 Container Component Types,8102,SCT,430862008,Microscope slide mounting media,F-62219,http://snomed.info/id/430862008
CID 8102 Container Component Types,8102,SCT,434473001,Specimen container lid,A-0101F,http://snomed.info/id/434473001
CID 8301 Test Pattern Codes,8301,DCM,109834,TG18-LN12-12 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109835,TG18-LN12-13 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109836,TG18-LN12-14 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109837,TG18-LN12-15 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109838,TG18-LN12-16 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109839,TG18-LN12-17 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109840,TG18-LN12-18 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109841,TG18-UN10 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109842,TG18-UN80 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109843,TG18-UNL10 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109844,TG18-UNL80 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109845,TG18-AD Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109846,TG18-MP Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109847,TG18-RH10 Pattern,,
CID 8111 Specimen Preparation Procedure,8111,SCT,17636008,Specimen collection,P3-02000,http://snomed.info/id/17636008
CID 8111 Specimen Preparation Procedure,8111,SCT,428995007,Specimen receiving,P3-05013,http://snomed.info/id/428995007
CID 8111 Specimen Preparation Procedure,8111,SCT,433465004,Sampling of tissue specimen,P3-4000A,http://snomed.info/id/433465004
CID 8111 Specimen Preparation Procedure,8111,SCT,127790008,Staining,P3-00003,http://snomed.info/id/127790008
CID 8111 Specimen Preparation Procedure,8111,SCT,9265001,Specimen processing,P3-05000,http://snomed.info/id/9265001
CID 8111 Specimen Preparation Procedure,8111,DCM,111729,Specimen storage,,
CID 8110 Specimen Sampling Procedure,8110,SCT,122459003,Dissection,P1-01003,http://snomed.info/id/122459003
CID 8110 Specimen Sampling Procedure,8110,DCM,111726,Dissection with entire specimen submission,,
CID 8110 Specimen Sampling Procedure,8110,DCM,111727,Dissection with representative sections submission,,
CID 8110 Specimen Sampling Procedure,8110,SCT,434479002,Core sampling,P3-40011,http://snomed.info/id/434479002
CID 8110 Specimen Sampling Procedure,8110,SCT,434472006,Block sectioning,P3-4000D,http://snomed.info/id/434472006
CID 8110 Specimen Sampling Procedure,8110,SCT,433454009,Laser microdissection,P3-40004,http://snomed.info/id/433454009
CID 8110 Specimen Sampling Procedure,8110,SCT,434474007,Block surface recut,P3-4000E,http://snomed.info/id/434474007
CID 8110 Specimen Sampling Procedure,8110,SCT,434475008,Block step sectioning,P3-4000F,http://snomed.info/id/434475008
CID 8110 Specimen Sampling Procedure,8110,SCT,430854000,Touch preparation (procedure),P3-4500A,http://snomed.info/id/430854000
CID 8110 Specimen Sampling Procedure,8110,SCT,448895004,Smear procedure,P1-0329D,http://snomed.info/id/448895004
CID 8301 Test Pattern Codes,8301,DCM,109848,TG18-RH50 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109849,TG18-RH89 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109850,TG18-RV10 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109851,TG18-RV50 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109852,TG18-RV89 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109853,TG18-PX Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109854,TG18-CX Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109855,TG18-LPH10 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109856,TG18-LPH50 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109857,TG18-LPH89 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109858,TG18-LPV10 Pattern,,
CID 7707 Spinal Cord Fibers,7707,SCT,59752008,dorsal funiculus,T-A7081,http://snomed.info/id/59752008
CID 7707 Spinal Cord Fibers,7707,SCT,31701002,ventral funiculus,T-A7061,http://snomed.info/id/31701002
CID 7707 Spinal Cord Fibers,7707,SCT,14892003,lateral funiculus,T-A7091,http://snomed.info/id/14892003
CID 8301 Test Pattern Codes,8301,DCM,109859,TG18-LPV50 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109860,TG18-LPV89 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109861,TG18-AFC Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109862,TG18-NS10 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109863,TG18-NS50 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109864,TG18-NS89 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109865,TG18-GV Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109866,TG18-GVN Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109867,TG18-GQ Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109868,TG18-GQN Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109869,TG18-GQB Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109870,TG18-GA03 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109871,TG18-GA05 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109872,TG18-GA08 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109873,TG18-GA10 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109874,TG18-GA15 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109875,TG18-GA20 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109876,TG18-GA25 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109877,TG18-GA30 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109878,TG18-CH Image,,
CID 8301 Test Pattern Codes,8301,DCM,109879,TG18-KN Image,,
CID 8301 Test Pattern Codes,8301,DCM,109880,TG18-MM1 Image,,
CID 8301 Test Pattern Codes,8301,DCM,109881,TG18-MM2 Image,,
CID 8301 Test Pattern Codes,8301,DCM,109901,OIQ Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109902,ANG Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109903,GD Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109904,BN01 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109905,BN02 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109906,BN03 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109907,BN04 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109908,BN05 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109909,BN06 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109910,BN07 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109911,BN08 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109912,BN09 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109913,BN10 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109914,BN11 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109915,BN12 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109916,BN13 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109917,BN14 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109918,BN15 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109919,BN16 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109920,BN17 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109921,BN18 Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109931,DIN Geometry Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109932,DIN Grayscale Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109933,DIN Resolution Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109941,White Pattern,,
CID 8301 Test Pattern Codes,8301,DCM,109943,SMPTE Pattern,,
CID 8101 Container Types,8101,SCT,434464009,Tissue cassette,A-0101E,http://snomed.info/id/434464009
CID 8109 Specimen Collection Procedure,8109,SCT,14766002,Aspiration,P1-03130,http://snomed.info/id/14766002
CID 8109 Specimen Collection Procedure,8109,SCT,86273004,Biopsy,P1-03100,http://snomed.info/id/86273004
CID 8109 Specimen Collection Procedure,8109,SCT,65801008,Excision,P1-03000,http://snomed.info/id/65801008
CID 8109 Specimen Collection Procedure,8109,SCT,65801008,Resection,P1-03000,http://snomed.info/id/65801008
CID 8109 Specimen Collection Procedure,8109,SCT,53958007,Harvesting of tissue,P1-0D300,http://snomed.info/id/53958007
CID 8109 Specimen Collection Procedure,8109,SCT,128538000,Removal of device,P1-03021,http://snomed.info/id/128538000
CID 8109 Specimen Collection Procedure,8109,SCT,22778000,Venipuncture,P1-38200,http://snomed.info/id/22778000
CID 8109 Specimen Collection Procedure,8109,SCT,285570007,Taking of swab,P0-00593,http://snomed.info/id/285570007
CID 8109 Specimen Collection Procedure,8109,SCT,17636008,Specimen collection,P3-02000,http://snomed.info/id/17636008
CID 8109 Specimen Collection Procedure,8109,SCT,56757003,Scraping,P1-03154,http://snomed.info/id/56757003
CID 8101 Container Types,8101,SCT,434708008,Tissue microarray cassette,A-01022,http://snomed.info/id/434708008
CID 8101 Container Types,8101,SCT,434746001,Specimen vial,A-01024,http://snomed.info/id/434746001
CID 8101 Container Types,8101,SCT,433466003,Microscope slide,A-0101B,http://snomed.info/id/433466003
CID 8101 Container Types,8101,SCT,434711009,Specimen container,A-01023,http://snomed.info/id/434711009
CID 8101 Container Types,8101,SCT,434533009,Electron microscopy grid,A-01021,http://snomed.info/id/434533009
CID 8101 Container Types,8101,SCT,434822004,Specimen well,A-01025,http://snomed.info/id/434822004
CID 7704 Limbic System Tracts,7704,SCT,37035000,cingulum,T-A2840,http://snomed.info/id/37035000
CID 7704 Limbic System Tracts,7704,SCT,87463005,fornix,T-A2970,http://snomed.info/id/87463005
CID 7704 Limbic System Tracts,7704,NEU,286,stria terminalis,,
CID 7706 Cranial Nerves,7706,SCT,3960005,olfactory tract,T-A2920,http://snomed.info/id/3960005
CID 7706 Cranial Nerves,7706,SCT,18234004,optic nerve,T-A8040,http://snomed.info/id/18234004
CID 7706 Cranial Nerves,7706,SCT,56193007,oculomotor nerve,T-A8070,http://snomed.info/id/56193007
CID 7706 Cranial Nerves,7706,SCT,39322007,trochlear nerve,T-A8110,http://snomed.info/id/39322007
CID 7706 Cranial Nerves,7706,SCT,27612005,trigeminal nerve,T-A8150,http://snomed.info/id/27612005
CID 7706 Cranial Nerves,7706,SCT,80622005,abducens nerve,T-A8130,http://snomed.info/id/80622005
CID 7706 Cranial Nerves,7706,SCT,56052001,facial nerve,T-A8410,http://snomed.info/id/56052001
CID 7706 Cranial Nerves,7706,SCT,8598002,vestibulocochlear nerve,T-A8500,http://snomed.info/id/8598002
CID 7706 Cranial Nerves,7706,SCT,21161002,glossopharyngeal nerve,T-A8570,http://snomed.info/id/21161002
CID 7706 Cranial Nerves,7706,SCT,88882009,vagus nerve,T-A8640,http://snomed.info/id/88882009
CID 7706 Cranial Nerves,7706,SCT,15119000,accessory nerve,T-A8780,http://snomed.info/id/15119000
CID 7706 Cranial Nerves,7706,SCT,37899009,hypoglossal nerve,T-A8820,http://snomed.info/id/37899009
CID 7701 Fiber Tracts In Brainstem,7701,SCT,11089000,superior cerebellar peduncle,T-A6620,http://snomed.info/id/11089000
CID 7710 Tractography Anatomic Sites,7710,Include CID 7701 “Fiber Tracts In Brainstem”,,,,
CID 7710 Tractography Anatomic Sites,7710,Include CID 7702 “Projection and Thalamic Fibers”,,,,
CID 7710 Tractography Anatomic Sites,7710,Include CID 7703 “Association Fibers”,,,,
CID 7710 Tractography Anatomic Sites,7710,Include CID 7704 “Limbic System Tracts”,,,,
CID 7710 Tractography Anatomic Sites,7710,Include CID 7705 “Commissural Fibers”,,,,
CID 7710 Tractography Anatomic Sites,7710,Include CID 7706 “Cranial Nerves”,,,,
CID 7710 Tractography Anatomic Sites,7710,Include CID 7707 “Spinal Cord Fibers”,,,,
CID 7701 Fiber Tracts In Brainstem,7701,SCT,33723005,middle cerebellar peduncle,T-A6630,http://snomed.info/id/33723005
CID 7701 Fiber Tracts In Brainstem,7701,SCT,67701001,inferior cerebellar peduncle,T-A6640,http://snomed.info/id/67701001
CID 7701 Fiber Tracts In Brainstem,7701,SCT,360568007,corticospinal tract in brainstem,T-D07EA,http://snomed.info/id/360568007
CID 7701 Fiber Tracts In Brainstem,7701,SCT,30114003,medial lemniscus,T-A5271,http://snomed.info/id/30114003
CID 7701 Fiber Tracts In Brainstem,7701,SCT,86136007,lateral lemniscus,T-A5272,http://snomed.info/id/86136007
CID 7701 Fiber Tracts In Brainstem,7701,SCT,28390009,medial longitudinal fasciculus,T-A5250,http://snomed.info/id/28390009
CID 7710 Tractography Anatomic Sites,7710,SCT,33060004,Cerebellar white matter,T-A6080,http://snomed.info/id/33060004
CID 7710 Tractography Anatomic Sites,7710,SCT,68523003,Cerebral white matter,T-A2030,http://snomed.info/id/68523003
CID 7710 Tractography Anatomic Sites,7710,SCT,27088001,Spinal cord white matter,T-A7070,http://snomed.info/id/27088001
CID 7710 Tractography Anatomic Sites,7710,SCT,389080008,White matter of brain and spinal cord,T-A0095,http://snomed.info/id/389080008
CID 7710 Tractography Anatomic Sites,7710,DCM,110706,Perilesional White Matter,,
CID 7710 Tractography Anatomic Sites,7710,SCT,84782009,Peripheral nerve,T-A0500,http://snomed.info/id/84782009
CID 7710 Tractography Anatomic Sites,7710,SCT,127954009,Skeletal muscle,T-D0684,http://snomed.info/id/127954009
CID 7710 Tractography Anatomic Sites,7710,SCT,122448007,Cardiac muscle,T-1300D,http://snomed.info/id/122448007
CID 7710 Tractography Anatomic Sites,7710,DCM,113681,Phantom,,
CID 7552 Generic Purpose of Reference to Images in Measurements,7552,DCM,121112,Source of Measurement,,
CID 7551 Generic Purpose of Reference to Images and Coordinates in Measurements,7551,Include CID 7552 “Generic Purpose of Reference to Images in Measurements”,,,,
CID 7551 Generic Purpose of Reference to Images and Coordinates in Measurements,7551,Include CID 7553 “Generic Purpose of Reference to Coordinates in Measurements”,,,,
CID 7703 Association Fibers,7703,NEU,2080,superior longitudinal fasciculus,,
CID 7703 Association Fibers,7703,DCM,110703,superior longitudinal fasciculus I,,
CID 7703 Association Fibers,7703,DCM,110704,superior longitudinal fasciculus II,,
CID 7703 Association Fibers,7703,DCM,110705,superior longitudinal fasciculus III,,
CID 7703 Association Fibers,7703,NEU,2063,arcuate fasciculus,,
CID 7703 Association Fibers,7703,SCT,55233005,inferior longitudinal fasciculus,T-A2850,http://snomed.info/id/55233005
CID 7703 Association Fibers,7703,SCT,13958008,superior fronto-occipital fasciculus,T-A2860,http://snomed.info/id/13958008
CID 7703 Association Fibers,7703,SCT,35664009,inferior fronto-occipital fasciculus,T-A2861,http://snomed.info/id/35664009
CID 7703 Association Fibers,7703,SCT,26230003,uncinate fasciculus,T-A2830,http://snomed.info/id/26230003
CID 7703 Association Fibers,7703,SCT,80434005,vertical occipital fasciculus,T-A2870,http://snomed.info/id/80434005
CID 7703 Association Fibers,7703,SCT,35664009,inferior fronto-occipital fasciculus,T-A2861,http://snomed.info/id/35664009
CID 7703 Association Fibers,7703,SCT,13958008,superior fronto-occipital fasciculus,T-A2860,http://snomed.info/id/13958008
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,47975008,base of tongue,T-53130,http://snomed.info/id/47975008
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,16811007,buccal mucosa,T-51305,http://snomed.info/id/16811007
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,36360002,floor of mouth,T-51200,http://snomed.info/id/36360002
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,1307006,glottis,T-24440,http://snomed.info/id/1307006
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,81502006,hypopharynx,T-55300,http://snomed.info/id/81502006
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,4596009,larynx,T-24100,http://snomed.info/id/4596009
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,2048000,lingual tonsil,T-C5140,http://snomed.info/id/2048000
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,48477009,lip,T-52000,http://snomed.info/id/48477009
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,288546009,lower alveolar ridge,T-D07CB,http://snomed.info/id/288546009
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,15924003,maxillary sinus,T-22100,http://snomed.info/id/15924003
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,279549004,nasal cavity,T-21301,http://snomed.info/id/279549004
CID 7601 Head and Neck Cancer Anatomic Sites,7601,SCT,71836000,nasopharynx,T-23000,http://snomed.info/id/71836000
